8-863,A - F,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
5.32,," EXECUÇÃO DE PAREDE DIAFRAGMA EM SOLO COM CLAMSHELL HIDRAULICO, ESPESSURA 0,60 METRO, INCLUINDO ESCAVAÇÃO E DEJEITO EM SOLO COM SPT < 50, COLOCAÇÃO DE ARMADURA E CONCRETAGEM.  ",m3,11993,,,541.88,6498766.84,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ,25.88.17.03.02
5.33,," PERFURAÇÃO DE COLUNA JET GROUTING EM SOLO, SEM INJEÇÃO  ",m,341430,,,49.95,17054428.5,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ,25.88.18.02
5.34,," EXECUÇÃO DE COLUNA JET GROUTING COM DIÂMETRO DE 1,20M  ",m,74148,,,618.6,45867952.800000004,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ,25.88.18.03
5.35,, FORNECIMENTO DE PERFIL METÁLICO CS-350 MASSA LINEAR DE 144 kg/m -EXECUÇÃO DE ESTRONCAS  ,kg,203812.21,,,10.76,2193019.3795999996,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ,29.88.07.08
6,, OBRAS DE ARTE ESPECIAIS  , ,,,,,,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26
6.1,, ESCAVAÇÃO E CARGA DE SOLO MOLE SOB LÂMINA D' ÁGUA  ,m3,9836,,,10.66,104851.76,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,22.02.05
6.2,, COMPACTAÇÃO MANUAL COM REATERRO SOLO LOCAL  ,m3,2067,,,24.16,49938.72,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,24.12.08
6.3,, SOLO REFORÇADO TIPO GREIDE COM ALTURA DE 0 A 6 METROS  ,m2,19520,,,716.86,13993107.200000001,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,25.20.01
6.4,," FORNECIMENTO E CRAVAÇÃO DE  COMBINED WALL WITH TUBULAR PILES  COM COMPRIMENTO ATÉ 50,0 METROS, EM AÇO CARBONO COM RESISTÊNCIA CARACTERISTICA SUPERIOR A 350 Mpa, INCLUSIVE JUNTA SELANTE POLIMÉRICA ENTRE ELEMENTOS  ",kg,311987.7,,,10.89,3397546.0530000003,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,25.88.04.06.02
6.5,, ESCAVAÇÃO MANUAL PARA OBRAS SEM EXPLOSIVO  ,m3,5795,,,50.17,290735.15,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.01.01
6.6,, ESTACA CONCRETO PRÉ-MOLDADO -70/80 T  ,m,1120,,,185.58,207849.6,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.02.05
6.7,," ESTACÃO EM SOLO D = 1,20M  ",m,320,,,1808.32,578662.4,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.02.14
6.8,," ESTACÃO EM SOLO D = 1,40M  ",m,1216,,,2361.98,2872167.68,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.02.15
6.9,," ESTACÃO EM SOLO D = 1,80M  ",m,1728,,,3766.11,6507838.08,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.02.18
6.10,, CIMBRAMENTO METALICO PARA PONTES E VIADUTOS  ,m3,68659,,,56.65,3889532.35,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.04.04
6.11,, ANDAIME TUBULAR  ,m3,950,,,18.12,17214,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.04.06
6.12,, FORMA PLANA PARA CONCRETO COMUM  ,m2,23169.08,,,80.07,1855148.2356,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.05.01
6.13,, FORMA PLANA PARA CONCRETO APARENTE  ,m2,35606.9,,,90.3,3215303.07,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.05.02
6.14,, FORMA CURVA PARA CONCRETO APARENTE  ,m2,166,,,107.66,17871.559999999998,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.05.06
6.15,, BARRA DE AÇO CA-25  ,kg,356,,,8.78,3125.68,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.06.01
6.16,, BARRA DE AÇO CA-50  ,kg,2719867.62,,,8.52,23173272.1224,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.06.02
6.17,, BARRA DE AÇO CA-60  ,kg,40045.5,,,9.2,368418.6,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.06.03
6.18,, AÇO PARA CONCRETO PROTENDIDO  ,kg,713325,,,19.14,13653040.5,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.06.04
6.19,," APARELHO DE ANCORAGEM PARA CABOS PROTENSÃO ATIVA 12 FIOS -12,7mm  ",unid,806,,,1580.84,1274157.04,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.07.05
6.20,, APARELHO DE APOIO DE NEOPRENE FRETADO  ,dm³,6076.1,,,73.79,448355.41900000005,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.08.01
6.21,, ARTICULAÇÃO DE CONCRETO TIPO FREYSSINET  ,dm²,50.4,,,7.44,374.976,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.08.03
6.22,, CONCRETO fck 10 MPa  ,m3,132.6,,,386.3,51223.38,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.09.01
6.23,, CONCRETO fck 25 MPa  ,m3,510.8,,,467.63,238865.404,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.09.05
6.24,, CONCRETO fck 30 MPa  ,m3,5830,,,483.41,2818280.3000000003,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.09.06
6.25,, BOMBEAMENTO PARA CONCRETO DE QUALQUER RESISTÊNCIA  ,m3,20213.7,,,42.12,851401.044,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.09.09
6.26,, CONCRETO fck 35 MPa  ,m3,17682,,,493.31,8722707.42,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.09.12
6.27,, JUNTA/RETRAÇÃO COM LÁBIOS POLIMÉRICOS 15 ATÉ 40 mm  ,m,262,,,709.74,185951.88,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.10.01
6.28,, JUNTA/RETRAÇÃO COM LÁBIOS POLIMÉRICOS 20 ATÉ 50 mm  ,m,25.2,,,940.69,23705.388,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.10.02
6.29,, LANÇAMENTO DE PLACA VERTICAL  ,unid,2872,,,70.65,202906.80000000002,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.11.03.03
6.30,, BARREIRA DE SEGURANÇA TIPO NEW JERSEY DES-5396  ,m,2614,,,453.11,1184429.54,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.11.04
6.31,," LANÇAMENTO DE VIGA 50<P<=80T, COM GUINDASTE  ",unid,105,,,8852.89,929553.45,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.13.02
6.32,, PROTEÇÃO DE TALUDE COM BLOCO PRE MOLDADO SEXTAVADO 30X30X5CM INTERTRAVADO  ,m2,302.4,,,115.31,34869.744,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.16.01
6.33,," ESTACA METÁLICA, FORNECIMENTO E CRAVAÇÃO SOBRE FLUTUANTE  ",kg,195500,,,9.17,1792735,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.88.02.07.01
6.34,, LANÇAMENTO HORIZONTAL (ENTRE VIGAS PRÉ MOLDADAS)  ,unid,12,,,70.65,847.8000000000001,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.88.11.03.05
6.35,, LANÇAMENTO DE VIGA COM TRELIÇA ATÉ 120TF  ,unid,12,,,19276.76,231321.12,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.88.13.02
6.36,, DEMOLIÇÃO DE CONCRETO ARMADO COM RECOLHIMENTO MARINHO DOS SEDIMENTOS  ,m3,882,,,387.64,341898.48,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.88.21.05.01
6.37,," CORTE DE ESTACAS DE CONCRETO/AÇO COM DIÂMETRO 1,50 m -SUBMERSO 1,50 m SUBMERSO  ",unid,48,,,4170,200160,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.88.69.01
6.38,, CORTE E REMOÇÃO DE ESTACAS METÁLICAS SUBMERSO  ,m,850,,,1560,1326000,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,26.88.69.02
6.39,," MERGULHADORES DE INSPEÇÃO -EQUIPE COMPOSTA POR 4 MERGULHADORES, 2 SUBMERSOS E 2 EM TERRA  ",h,1320,,,675,891000,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,29.88.23.02
7,, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , ,,,,,,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28
7.1,, POSTE COMPOSTO PARA SINALIZAÇÃO  ,unid,6,,,3807,22842,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.88.70.05
7.2,," BPC -BRAÇO PROJETADO EM COLUNA (SINALIZAÇÃO VERTICAL) -PP DA CET-SP - A2-191-DSV3 -COLUNA E BRAÇO 5x5,25  ",unid,9,,,3132,28188,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.88.70.01
7.3,," BRAÇO PROJETADO (SINALIZAÇÃO SEMAFÓRICA) -PP'S DA CET - CET-21, CET-22, CET-28, CET-28 e CET-36 .  ",unid,10,,,2862,28620,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.88.70.03
7.4,," POSTE SIMPLES PARA SINALIZAÇÃO, DE ACORDO COM A CET-22  ",unid,16,,,3483,55728,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.88.70.04
7.5,, FOCO SEMAFÓRICO PP'S  GCR-1057-CONJUNTO 200 CONV. BP E GCR-1056-CONJUNTO 200 CONV. CS  ,unid,34,,,3267,111078,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.88.70.02
7.6,, SUPORTE DE PLACAS DE SOLO ECOLÓGICO E COLAPSIVEL 75X75 mm  ,m,64,,,80.24,5135.36,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.06.30
7.7,," FORNECIMENTO, TRANSPORTE E FIXAÇÃO DE SEMI-PÓRTICO TUBULAR EM BALANCO VÃO DE 5,10 m  ",unid,76,,,17001.17,1292088.92,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.02.04.01
7.8,," FORNECIMENTO,TRANSPORTE E FIXAÇÃO DE PÓRTICO TUBULAR METÁLICO VÃO DE 15,20 m  ",unid,80,,,38060.16,3044812.8000000003,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.02.01.01
7.9,, FORNECIMENTO E TRANSPORTE DE PLACA DE AÇO GT+AI  ,m2,86,,,897.06,77147.15999999999,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.01.05.01
7.10,, FORNECIMENTO E TRANSPORTE DE PLACA DE AÇO GT+GT  ,m2,168.27,,,710.78,119602.9506,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.01.04.01
7.11,, COLOCAÇAO DE PLACA EM SUPÕRTE DE MADEIRA/METÁLICO -SOLO  ,m2,270.4,,,44.06,11913.823999999999,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.01.24.01
7.12,, SUPORTE TUBULAR GALVANIZADO 2 1/2   ,m,271.5,,,81.51,22129.965,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.06.12
7.13,, COLOCAÇÃO DE PLACA AÉREA EM PÓRTICOS OU SEMI-PÓRTICO  ,m2,420,,,63.03,26472.600000000002,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.01.25.01
7.14,, FORNECIMENTO E TRANSPORTE DE PLACA DE ALUMÍNIO GT+AI  ,m2,437.87,,,1143.18,500564.22660000005,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.01.08.01
7.15,, SINALIZAÇÃO HORIZONTAL COM TERMOPLÁSTICO -EXTRUDADO  ,m2,1152.15,,,47.74,55003.641,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.03.05
7.16,, SINALIZAÇÃO HORIZONTAL COM RESINA VINÍLICA OU ACRÍLICA  ,m2,1343,,,21.01,28216.43,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.03.02
7.17,, SINALIZAÇÃO HORIZONTAL COM TERMOPLÁSTICO -HOT-SPRAY  ,m2,4423,,,44.48,196735.03999999998,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.03.03
7.18,, TACHA MONODIRECIONAL COM REFLETIVO PLÁSTICO  ,unid,4655,,,14.23,66240.65000000001,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,28.03.13
8,, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  ,,,,,,,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  ,30
8.1,, GRAMA EM PLACA SEM ADUBO  ,m2,18126.3,,,6.56,118908.52799999999,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  ,30.01.01
8.2,, TUTOR E AMARILHO PARA ÁRVORES  ,unid,800,,,11.85,9480,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-01-01  
8.3,, PROTETOR TIPO PARQUE PARA ÁRVORES  ,unid,800,,,63.02,50416,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-01-03  
8.4,, IPÊ AMARELO (TABEBUIA CHRYSOTRICHA)  ,unid,200,,,124.05,24810,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-02-25  
8.5,, IPÊ ROSA (TABEBUIA AVELLANEDAE)  ,unid,200,,,195.01,39002,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-02-26  
8.6,, SIBIPIRUNA (CAESALPINIA PELTOPHOROIDES)  ,unid,200,,,182.61,36522,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-02-50  
8.7,, PALMEIRA IMPERIAL (ROY STONEAOLERACEA)  ,unid,800,,,69.01,55208.00000000001,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-02-80  
8.8,, QUARESMEIRA (TIBOUCHINA GRANULOSA)  ,unid,200,,,181.79,36358,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-02-91  
8.9,, GRAMA BATATAES EM PLACAS (PASPALUM NOTATUM)  ,m2,124600,,,13.23,1648458,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-03-01  
8.10,, GRAMA SÃO CARLOS EM PLACAS (ANOXONOPUS OBTUSIFOLIUS)  ,m2,13920,,,16.29,226756.8,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-03-03  
8.11,," NR.10 -ORLA PARA ÁRVORE EM PARALELEPÍPEDO -1,20 X 1,20 m  ",unid,200,,,164.04,32808,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-10-50  
8.12,, ORLA DE SEPARAÇÃO EM CONCRETO NC.26  ,m,1585,,,70.82,112249.69999999998,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-10-56  
8.13,, PREPARO DO SOLO PARA PLANTIO DE GRAMA BATATAES  ,m2,124600,,,6.56,817376,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , 18-80-30  
9,, EQUIPAMENTOS  ,,,,,,,ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  ,72
9.1,, FLUTUANTE (CAPACIDADE PARA GUINDASTE DE 200 TON EMBARCADO)  ,mês,12,,,100000,1200000,ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  ," 72,26,88,72,75,01  "
9.2,, GUINDASTE DE TORRE TRELIÇADA P/ 200 TON  ,mês,12,,,176000,2112000,ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  ," 72,88,99,01,01  "
9.3,, GRUA 12M COM LANÇA DE 45 METROS COND. D  ,mês,74,,,26133.03,1933844.22,ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  ," 72,88,30,01,04  "
9.4,, GRUPO GERADOR PORTATIL 7KVA COND.D  ,mês,936,,,2150.28,2012662.08,ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  ," 72,88,31,06,04  "
9.5,," GUINDASTE HIDRÁULICO COM LANCA TELESCÓPICA SOBRE PNEU 27,2 ton  ",mês,212,,,64511.37,13676410.440000001,ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  ," 72,88,33,02,04  "
10,, INSTALAÇÃO DE COMBATE A INCÊNDIO  ,,,,,,,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ,  
10.1,, EXTINTOR DE INCÊNDIO COM CARGA DE ÁGUA PRESSURIZADA – 10L  ,unid,35,,,133.62,4676.7,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , 10-08-85  
10.2,, EXTINTOR PORTÁTIL DE PÓ QUÍMICO -BC-20B  ,unid,35,,,204.27,7149.450000000001,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , 10-08-93  
10.3,," TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA,ASTM -120, SCH-40 -Ø75MM  ",m,67.2,,,243.26,16347.072,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ,460808
10.4,," TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA, ASTM -120, SCH-40 -Ø100MM  ",m,1509.6,,,319.72,482649.31200000003,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ,460810
10.5,, LUVA DE REDUÇÃO DE AÇO CARBONO Ø100X75MM  ,unid,35,,,557.15,19500.25,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,03  "
10.6,, LUVA DE REDUÇÃO DE AÇO CARBONO Ø75X65MM  ,unid,35,,,399.33,13976.55,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,04  "
10.7,," VÁLVULA DE RETENÇÃO EM BRONZE OU LATÃO, CLASSE 200LBS, MONTAGEM NA HORIZONTAL -Ø65MM  ",unid,35,,,691.74,24210.9,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,05  "
10.8,," VÁLVULA DE GLOBO ANGULAR 45º EM BRONZE, CLASSE 200 LBS, VEDAÇÃO EM BORRACHA ETILENO-PROPILENO, VOLANTE METÁLICO E HASTE ASCENDENTE -Ø2½   ",unid,35,,,454.57,15909.949999999999,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,06  "
10.9,, TÊ DE AÇO CARBONO FORJADO ASTM A-234 PARA 200LBS -Ø100MM  ,unid,35,,,235.98,8259.3,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,07  "
10.10,," CURVA 90º DE AÇO CARBONO FORJADO, ASTM A -234 PARA 200LBS -Ø75MM  ",unid,68,,,67.59,4596.12,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,08  "
10.11,, TAMPÃO DE FERRO FUNDIDO COM INSCRIÇÃO INCÊNDIO 40X60CM  ,unid,8,,,461.16,3689.28,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,09  "
10.12,, TAMPÃO DE LATÃO STORZ -Ø 2 1/2   ,unid,34,,,133.41,4535.94,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,10  "
10.13,, SUPORTE DE FIXAÇÃO PARA TUBO DE AÇO CARBONO -Ø100MM  ,unid,530,,,200.57,106302.09999999999,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,11  "
10.14,, SUPORTE DE FIXAÇÃO PARA TUBO DE AÇO CARBONO -Ø75MM  ,unid,68,,,198.9,13525.2,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,12  "
10.15,, ADAPTADOR DE LATÃO STORZ -Ø2 1/2   ,unid,35,,,156.6,5481,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,13  "
10.16,," MANGUEIRA DE FIBRA SINTÉTICA COM REVESTIMENTO INTERNO DE BORRACHA, COM UNIÃO STORZ NAS DUAS EXTREMINDADES -Ø2 1/2  COM COMPRIMENTO DE 30 METROS  ",unid,35,,,1223.29,42815.15,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,14  "
10.17,, ESGUICHO TIPO JATO SÓLIDO X NEBLINA -Ø2 1/2   ,unid,35,,,204.23,7148.049999999999,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,15  "
10.18,," TAMPA METÁLICA COM DIMENSÕES 1,0X1,0M COM VISOR DE VIDRO E SUPORTE METÁLICO PARA FIXAÇÃO NO ABRIGO DE CONCRETO  ",unid,35,,,781.07,27337.45,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,16  "
10.19,, SUPORTE PARA MANGUEIRAS DO TIPO CESTA EM MEIA LUA (2X15M)  ,unid,35,,,98.82,3458.7,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,17  "
10.20,," MANÔMETRO INDUSTRIAL EM INOX, SAÍDA INFERIOR, MOSTRADOR Ø 100MM, ROSCA 1/2  NPT, ESCALA 0 A 20 KGF/CM², EXATIDÃO DE 1,5%, COM PREENCHIMENTO DE GLICERINA.  ",unid,35,,,428.22,14987.7,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,20  "
10.21,," VÁLVULA GAVETA EM AÇO CARBONO FLANGEADA, PARA 200LBS, Ø4”  ",unid,6,,,2782.08,16692.48,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,21  "
10.22,, BOMBA CENTRIFUGA Hman = 40 mca Q=600l/min  ,unid,2,,,3630.15,7260.3,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,22  "
10.23,, BOMBA  JOCKEY  CENTRIFUGA Hman = 45 mca Q=20l/min  ,unid,1,,,1069.2,1069.2,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,23  "
10.24,, PINTURA TUBULAÇÃO AÇO GALVANIZADO Ø 75 mm -VERMELHO SEGURANÇA  ,m,67.2,,,10.41,699.552,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,24  "
10.25,, PINTURA TUBULAÇÃO AÇO GALVANIZADO Ø 100 mm -VERMELHO SEGURANÇA  ,m,1509.6,,,30.2,45589.92,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,25  "
