Unnamed: 0,ID Primario,ID,Unnamed: 3,SETOR,GRUPO,ITEM,UNIDADE,QUANT.,PREÇO UNITÁRIO,PREÇO TOTAL 
,114.0,5.35,29.88.07.08,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , FORNECIMENTO DE PERFIL METÁLICO CS-350 MASSA LINEAR DE 144 kg/m -EXECUÇÃO DE ESTRONCAS  ,kg,203812.21,10.76,2193019.3795999996
,115.0,6,26,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ,, ,,,
,116.0,6.1,22.02.05,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , ESCAVAÇÃO E CARGA DE SOLO MOLE SOB LÂMINA D' ÁGUA  ,m3,9836,10.66,104851.76
,117.0,6.2,24.12.08,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , COMPACTAÇÃO MANUAL COM REATERRO SOLO LOCAL  ,m3,2067,24.16,49938.72
,118.0,6.3,25.20.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , SOLO REFORÇADO TIPO GREIDE COM ALTURA DE 0 A 6 METROS  ,m2,19520,716.86,13993107.200000001
,119.0,6.4,25.88.04.06.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ," FORNECIMENTO E CRAVAÇÃO DE  COMBINED WALL WITH TUBULAR PILES  COM COMPRIMENTO ATÉ 50,0 METROS, EM AÇO CARBONO COM RESISTÊNCIA CARACTERISTICA SUPERIOR A 350 Mpa, INCLUSIVE JUNTA SELANTE POLIMÉRICA ENTRE ELEMENTOS  ",kg,311987.7,10.89,3397546.0530000003
,120.0,6.5,26.01.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , ESCAVAÇÃO MANUAL PARA OBRAS SEM EXPLOSIVO  ,m3,5795,50.17,290735.15
,121.0,6.6,26.02.05,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , ESTACA CONCRETO PRÉ-MOLDADO -70/80 T  ,m,1120,185.58,207849.6
,122.0,6.7,26.02.14,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ," ESTACÃO EM SOLO D = 1,20M  ",m,320,1808.32,578662.4
,123.0,6.8,26.02.15,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ," ESTACÃO EM SOLO D = 1,40M  ",m,1216,2361.98,2872167.68
,124.0,6.9,26.02.18,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ," ESTACÃO EM SOLO D = 1,80M  ",m,1728,3766.11,6507838.08
,125.0,6.10,26.04.04,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , CIMBRAMENTO METALICO PARA PONTES E VIADUTOS  ,m3,68659,56.65,3889532.35
,126.0,6.11,26.04.06,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , ANDAIME TUBULAR  ,m3,950,18.12,17214.0
,127.0,6.12,26.05.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , FORMA PLANA PARA CONCRETO COMUM  ,m2,23169.08,80.07,1855148.2356
,128.0,6.13,26.05.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , FORMA PLANA PARA CONCRETO APARENTE  ,m2,35606.9,90.3,3215303.07
,129.0,6.14,26.05.06,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , FORMA CURVA PARA CONCRETO APARENTE  ,m2,166,107.66,17871.559999999998
,130.0,6.15,26.06.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , BARRA DE AÇO CA-25  ,kg,356,8.78,3125.68
,131.0,6.16,26.06.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , BARRA DE AÇO CA-50  ,kg,2719867.62,8.52,23173272.1224
,132.0,6.17,26.06.03,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , BARRA DE AÇO CA-60  ,kg,40045.5,9.2,368418.6
,133.0,6.18,26.06.04,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , AÇO PARA CONCRETO PROTENDIDO  ,kg,713325,19.14,13653040.5
,134.0,6.19,26.07.05,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ," APARELHO DE ANCORAGEM PARA CABOS PROTENSÃO ATIVA 12 FIOS -12,7mm  ",unid,806,1580.84,1274157.04
,135.0,6.20,26.08.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , APARELHO DE APOIO DE NEOPRENE FRETADO  ,dm³,6076.1,73.79,448355.41900000005
,136.0,6.21,26.08.03,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , ARTICULAÇÃO DE CONCRETO TIPO FREYSSINET  ,dm²,50.4,7.44,374.976
,137.0,6.22,26.09.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , CONCRETO fck 10 MPa  ,m3,132.6,386.3,51223.38
,138.0,6.23,26.09.05,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , CONCRETO fck 25 MPa  ,m3,510.8,467.63,238865.404
,139.0,6.24,26.09.06,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , CONCRETO fck 30 MPa  ,m3,5830,483.41,2818280.3000000003
,140.0,6.25,26.09.09,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , BOMBEAMENTO PARA CONCRETO DE QUALQUER RESISTÊNCIA  ,m3,20213.7,42.12,851401.044
,141.0,6.26,26.09.12,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , CONCRETO fck 35 MPa  ,m3,17682,493.31,8722707.42
,142.0,6.27,26.10.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , JUNTA/RETRAÇÃO COM LÁBIOS POLIMÉRICOS 15 ATÉ 40 mm  ,m,262,709.74,185951.88
,143.0,6.28,26.10.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , JUNTA/RETRAÇÃO COM LÁBIOS POLIMÉRICOS 20 ATÉ 50 mm  ,m,25.2,940.69,23705.388
,144.0,6.29,26.11.03.03,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , LANÇAMENTO DE PLACA VERTICAL  ,unid,2872,70.65,202906.80000000002
,145.0,6.30,26.11.04,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , BARREIRA DE SEGURANÇA TIPO NEW JERSEY DES-5396  ,m,2614,453.11,1184429.54
,146.0,6.31,26.13.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ," LANÇAMENTO DE VIGA 50<P<=80T, COM GUINDASTE  ",unid,105,8852.89,929553.45
,147.0,6.32,26.16.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , PROTEÇÃO DE TALUDE COM BLOCO PRE MOLDADO SEXTAVADO 30X30X5CM INTERTRAVADO  ,m2,302.4,115.31,34869.744
,148.0,6.33,26.88.02.07.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ," ESTACA METÁLICA, FORNECIMENTO E CRAVAÇÃO SOBRE FLUTUANTE  ",kg,195500,9.17,1792735.0
,149.0,6.34,26.88.11.03.05,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , LANÇAMENTO HORIZONTAL (ENTRE VIGAS PRÉ MOLDADAS)  ,unid,12,70.65,847.8000000000001
,150.0,6.35,26.88.13.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , LANÇAMENTO DE VIGA COM TRELIÇA ATÉ 120TF  ,unid,12,19276.76,231321.12
,151.0,6.36,26.88.21.05.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , DEMOLIÇÃO DE CONCRETO ARMADO COM RECOLHIMENTO MARINHO DOS SEDIMENTOS  ,m3,882,387.64,341898.48
,152.0,6.37,26.88.69.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ," CORTE DE ESTACAS DE CONCRETO/AÇO COM DIÂMETRO 1,50 m -SUBMERSO 1,50 m SUBMERSO  ",unid,48,4170,200160.0
,153.0,6.38,26.88.69.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  , CORTE E REMOÇÃO DE ESTACAS METÁLICAS SUBMERSO  ,m,850,1560,1326000.0
,154.0,6.39,29.88.23.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE ARTE ESPECIAIS  ," MERGULHADORES DE INSPEÇÃO -EQUIPE COMPOSTA POR 4 MERGULHADORES, 2 SUBMERSOS E 2 EM TERRA  ",h,1320,675,891000.0
,155.0,7,28,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ,, ,,,
,156.0,7.1,28.88.70.05,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , POSTE COMPOSTO PARA SINALIZAÇÃO  ,unid,6,3807,22842.0
,157.0,7.2,28.88.70.01,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ," BPC -BRAÇO PROJETADO EM COLUNA (SINALIZAÇÃO VERTICAL) -PP DA CET-SP - A2-191-DSV3 -COLUNA E BRAÇO 5x5,25  ",unid,9,3132,28188.0
,158.0,7.3,28.88.70.03,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ," BRAÇO PROJETADO (SINALIZAÇÃO SEMAFÓRICA) -PP'S DA CET - CET-21, CET-22, CET-28, CET-28 e CET-36 .  ",unid,10,2862,28620.0
,159.0,7.4,28.88.70.04,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ," POSTE SIMPLES PARA SINALIZAÇÃO, DE ACORDO COM A CET-22  ",unid,16,3483,55728.0
,160.0,7.5,28.88.70.02,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , FOCO SEMAFÓRICO PP'S  GCR-1057-CONJUNTO 200 CONV. BP E GCR-1056-CONJUNTO 200 CONV. CS  ,unid,34,3267,111078.0
,161.0,7.6,28.06.30,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , SUPORTE DE PLACAS DE SOLO ECOLÓGICO E COLAPSIVEL 75X75 mm  ,m,64,80.24,5135.36
,162.0,7.7,28.02.04.01,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ," FORNECIMENTO, TRANSPORTE E FIXAÇÃO DE SEMI-PÓRTICO TUBULAR EM BALANCO VÃO DE 5,10 m  ",unid,76,17001.17,1292088.92
,163.0,7.8,28.02.01.01,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  ," FORNECIMENTO,TRANSPORTE E FIXAÇÃO DE PÓRTICO TUBULAR METÁLICO VÃO DE 15,20 m  ",unid,80,38060.16,3044812.8000000003
,164.0,7.9,28.01.05.01,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , FORNECIMENTO E TRANSPORTE DE PLACA DE AÇO GT+AI  ,m2,86,897.06,77147.15999999999
,165.0,7.10,28.01.04.01,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , FORNECIMENTO E TRANSPORTE DE PLACA DE AÇO GT+GT  ,m2,168.27,710.78,119602.9506
,166.0,7.11,28.01.24.01,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , COLOCAÇAO DE PLACA EM SUPÕRTE DE MADEIRA/METÁLICO -SOLO  ,m2,270.4,44.06,11913.823999999999
,167.0,7.12,28.06.12,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , SUPORTE TUBULAR GALVANIZADO 2 1/2   ,m,271.5,81.51,22129.965
,168.0,7.13,28.01.25.01,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , COLOCAÇÃO DE PLACA AÉREA EM PÓRTICOS OU SEMI-PÓRTICO  ,m2,420,63.03,26472.600000000002
,169.0,7.14,28.01.08.01,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , FORNECIMENTO E TRANSPORTE DE PLACA DE ALUMÍNIO GT+AI  ,m2,437.87,1143.18,500564.22660000005
,170.0,7.15,28.03.05,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , SINALIZAÇÃO HORIZONTAL COM TERMOPLÁSTICO -EXTRUDADO  ,m2,1152.15,47.74,55003.641
,171.0,7.16,28.03.02,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , SINALIZAÇÃO HORIZONTAL COM RESINA VINÍLICA OU ACRÍLICA  ,m2,1343,21.01,28216.43
,172.0,7.17,28.03.03,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , SINALIZAÇÃO HORIZONTAL COM TERMOPLÁSTICO -HOT-SPRAY  ,m2,4423,44.48,196735.03999999998
,173.0,7.18,28.03.13,ACESSOS - LADO SANTOS E GUARUJÁ, SINALIZAÇÃO E ELEMENTOS DE SEGURANÇA  , TACHA MONODIRECIONAL COM REFLETIVO PLÁSTICO  ,unid,4655,14.23,66240.65000000001
,174.0,8,30,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  ,,,,,
,175.0,8.1,30.01.01,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , GRAMA EM PLACA SEM ADUBO  ,m2,18126.3,6.56,118908.52799999999
,176.0,8.2, 18-01-01  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , TUTOR E AMARILHO PARA ÁRVORES  ,unid,800,11.85,9480.0
,177.0,8.3, 18-01-03  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , PROTETOR TIPO PARQUE PARA ÁRVORES  ,unid,800,63.02,50416.0
,178.0,8.4, 18-02-25  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , IPÊ AMARELO (TABEBUIA CHRYSOTRICHA)  ,unid,200,124.05,24810.0
,179.0,8.5, 18-02-26  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , IPÊ ROSA (TABEBUIA AVELLANEDAE)  ,unid,200,195.01,39002.0
,180.0,8.6, 18-02-50  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , SIBIPIRUNA (CAESALPINIA PELTOPHOROIDES)  ,unid,200,182.61,36522.0
,181.0,8.7, 18-02-80  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , PALMEIRA IMPERIAL (ROY STONEAOLERACEA)  ,unid,800,69.01,55208.00000000001
,182.0,8.8, 18-02-91  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , QUARESMEIRA (TIBOUCHINA GRANULOSA)  ,unid,200,181.79,36358.0
,183.0,8.9, 18-03-01  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , GRAMA BATATAES EM PLACAS (PASPALUM NOTATUM)  ,m2,124600,13.23,1648458.0
,184.0,8.10, 18-03-03  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , GRAMA SÃO CARLOS EM PLACAS (ANOXONOPUS OBTUSIFOLIUS)  ,m2,13920,16.29,226756.8
,185.0,8.11, 18-10-50  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  ," NR.10 -ORLA PARA ÁRVORE EM PARALELEPÍPEDO -1,20 X 1,20 m  ",unid,200,164.04,32808.0
,186.0,8.12, 18-10-56  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , ORLA DE SEPARAÇÃO EM CONCRETO NC.26  ,m,1585,70.82,112249.69999999998
,187.0,8.13, 18-80-30  ,ACESSOS - LADO SANTOS E GUARUJÁ, SERVIÇOS DE PROTEÇÃO AO MEIO AMBIENTE E PAISAGISMO  , PREPARO DO SOLO PARA PLANTIO DE GRAMA BATATAES  ,m2,124600,6.56,817376.0
,188.0,9,72,ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  , ,,,,
,189.0,9.1," 72,26,88,72,75,01  ",ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  , FLUTUANTE (CAPACIDADE PARA GUINDASTE DE 200 TON EMBARCADO)  ,mês,12,100000,1200000.0
,190.0,9.2," 72,88,99,01,01  ",ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  , GUINDASTE DE TORRE TRELIÇADA P/ 200 TON  ,mês,12,176000,2112000.0
,191.0,9.3," 72,88,30,01,04  ",ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  , GRUA 12M COM LANÇA DE 45 METROS COND. D  ,mês,74,26133.03,1933844.22
,192.0,9.4," 72,88,31,06,04  ",ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  , GRUPO GERADOR PORTATIL 7KVA COND.D  ,mês,936,2150.28,2012662.08
,193.0,9.5," 72,88,33,02,04  ",ACESSOS - LADO SANTOS E GUARUJÁ, EQUIPAMENTOS  ," GUINDASTE HIDRÁULICO COM LANCA TELESCÓPICA SOBRE PNEU 27,2 ton  ",mês,212,64511.37,13676410.440000001
,194.0,10,,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , ,,,,
,195.0,10.1, 10-08-85  ,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , EXTINTOR DE INCÊNDIO COM CARGA DE ÁGUA PRESSURIZADA – 10L  ,unid,35,133.62,4676.7
,196.0,10.2, 10-08-93  ,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , EXTINTOR PORTÁTIL DE PÓ QUÍMICO -BC-20B  ,unid,35,204.27,7149.450000000001
,197.0,10.3,460808,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA,ASTM -120, SCH-40 -Ø75MM  ",m,67.2,243.26,16347.072
,198.0,10.4,460810,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA, ASTM -120, SCH-40 -Ø100MM  ",m,1509.6,319.72,482649.31200000003
,199.0,10.5," 29,88,50,03  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , LUVA DE REDUÇÃO DE AÇO CARBONO Ø100X75MM  ,unid,35,557.15,19500.25
,200.0,10.6," 29,88,50,04  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , LUVA DE REDUÇÃO DE AÇO CARBONO Ø75X65MM  ,unid,35,399.33,13976.55
,201.0,10.7," 29,88,50,05  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," VÁLVULA DE RETENÇÃO EM BRONZE OU LATÃO, CLASSE 200LBS, MONTAGEM NA HORIZONTAL -Ø65MM  ",unid,35,691.74,24210.9
,202.0,10.8," 29,88,50,06  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," VÁLVULA DE GLOBO ANGULAR 45º EM BRONZE, CLASSE 200 LBS, VEDAÇÃO EM BORRACHA ETILENO-PROPILENO, VOLANTE METÁLICO E HASTE ASCENDENTE -Ø2½   ",unid,35,454.57,15909.949999999999
,203.0,10.9," 29,88,50,07  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , TÊ DE AÇO CARBONO FORJADO ASTM A-234 PARA 200LBS -Ø100MM  ,unid,35,235.98,8259.3
,204.0,10.10," 29,88,50,08  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," CURVA 90º DE AÇO CARBONO FORJADO, ASTM A -234 PARA 200LBS -Ø75MM  ",unid,68,67.59,4596.12
,205.0,10.11," 29,88,50,09  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , TAMPÃO DE FERRO FUNDIDO COM INSCRIÇÃO INCÊNDIO 40X60CM  ,unid,8,461.16,3689.28
,206.0,10.12," 29,88,50,10  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , TAMPÃO DE LATÃO STORZ -Ø 2 1/2   ,unid,34,133.41,4535.94
,207.0,10.13," 29,88,50,11  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , SUPORTE DE FIXAÇÃO PARA TUBO DE AÇO CARBONO -Ø100MM  ,unid,530,200.57,106302.09999999999
,208.0,10.14," 29,88,50,12  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , SUPORTE DE FIXAÇÃO PARA TUBO DE AÇO CARBONO -Ø75MM  ,unid,68,198.9,13525.2
,209.0,10.15," 29,88,50,13  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , ADAPTADOR DE LATÃO STORZ -Ø2 1/2   ,unid,35,156.6,5481.0
,210.0,10.16," 29,88,50,14  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," MANGUEIRA DE FIBRA SINTÉTICA COM REVESTIMENTO INTERNO DE BORRACHA, COM UNIÃO STORZ NAS DUAS EXTREMINDADES -Ø2 1/2  COM COMPRIMENTO DE 30 METROS  ",unid,35,1223.29,42815.15
,211.0,10.17," 29,88,50,15  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , ESGUICHO TIPO JATO SÓLIDO X NEBLINA -Ø2 1/2   ,unid,35,204.23,7148.049999999999
,212.0,10.18," 29,88,50,16  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," TAMPA METÁLICA COM DIMENSÕES 1,0X1,0M COM VISOR DE VIDRO E SUPORTE METÁLICO PARA FIXAÇÃO NO ABRIGO DE CONCRETO  ",unid,35,781.07,27337.45
,213.0,10.19," 29,88,50,17  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , SUPORTE PARA MANGUEIRAS DO TIPO CESTA EM MEIA LUA (2X15M)  ,unid,35,98.82,3458.7
,214.0,10.20," 29,88,50,20  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," MANÔMETRO INDUSTRIAL EM INOX, SAÍDA INFERIOR, MOSTRADOR Ø 100MM, ROSCA 1/2  NPT, ESCALA 0 A 20 KGF/CM², EXATIDÃO DE 1,5%, COM PREENCHIMENTO DE GLICERINA.  ",unid,35,428.22,14987.7
,215.0,10.21," 29,88,50,21  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," VÁLVULA GAVETA EM AÇO CARBONO FLANGEADA, PARA 200LBS, Ø4”  ",unid,6,2782.08,16692.48
,216.0,10.22," 29,88,50,22  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , BOMBA CENTRIFUGA Hman = 40 mca Q=600l/min  ,unid,2,3630.15,7260.3
,217.0,10.23," 29,88,50,23  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , BOMBA  JOCKEY  CENTRIFUGA Hman = 45 mca Q=20l/min  ,unid,1,1069.2,1069.2
,218.0,10.24," 29,88,50,24  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , PINTURA TUBULAÇÃO AÇO GALVANIZADO Ø 75 mm -VERMELHO SEGURANÇA  ,m,67.2,10.41,699.552
,219.0,10.25," 29,88,50,25  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  , PINTURA TUBULAÇÃO AÇO GALVANIZADO Ø 100 mm -VERMELHO SEGURANÇA  ,m,1509.6,30.2,45589.92
,220.0,10.26," 29,88,50,28  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," CURVA 22º30' DE AÇO CARBONO FORJADO, ASTM A -234 PARA 200LBS -Ø100MM  ",unid,37,133.96,4956.52
,221.0,10.27," 29,88,50,29  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," CURVA 11º15' DE AÇO CARBONO FORJADO, ASTM A -234 PARA 200LBS -Ø100MM  ",unid,61,76.36,4657.96
,222.0,10.28," 29,88,50,30  ",ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," PRESSOSTATO INDUSTRIAL , CONECTOR EM AÇO CARBONO, ROCAS 1/2” NPT, ESCALA 0 A 20 KGF/CM².  ",unid,15,955.26,14328.9
